machine,status,anchor,k0,meta_a,meta_b,kmin,nrules,qh,score
1RB0LD_1LC1RA_0RB0LD_0RB1LD,undecided,0,0,0,0,0,0,?,0
1RB0LD_1LC1RA_0RB1LA_0RB1LD,undecided,0,0,0,0,0,0,?,0
1RB0LD_1LC1RA_0RB1LB_0RB1LD,undecided,0,0,0,0,0,0,?,0
1RB0LD_1LC1RA_0RB1LC_0RB1LD,undecided,0,0,0,0,0,0,?,0
1RB0LD_1LC1RA_0RD0LD_0RB1LD,undecided,0,0,0,0,0,0,?,0
1RB0LD_1LC1RA_0RD1LA_0RB1LD,undecided,0,0,0,0,0,0,?,0
1RB0LD_1LC1RA_0RD1LB_0RA1LD,undecided,0,0,0,0,0,0,?,0
1RB0LD_1LC1RA_0RD1LB_0RB1LD,undecided,0,0,0,0,0,0,?,0
1RB0LD_1LC1RA_0RD1LC_0RA1LD,undecided,0,0,0,0,0,0,?,0
1RB0LD_1LC1RA_0RD1LC_0RB1LD,undecided,0,0,0,0,0,0,?,0
1RB0LD_1LC1RA_1LA0LD_0RB1LD,undecided,0,0,0,0,0,0,?,0
1RB0LD_1LC1RA_1LA1LB_0RA1LD,undecided,0,0,0,0,0,0,?,0
1RB0LD_1LC1RA_1LA1LB_0RB1LD,undecided,0,0,0,0,0,0,?,0
1RB0LD_1LC1RA_1LA1LC_0RA1LD,undecided,0,0,0,0,0,0,?,0
1RB0LD_1LC1RA_1LA1RC_0RA1LD,undecided,0,0,0,0,0,0,?,0
1RB0LD_1LC1RA_1LA1RC_0RB1LD,undecided,0,0,0,0,0,0,?,0
1RB0LD_1LC1RA_1LB1RC_0RA1LD,undecided,0,0,0,0,0,0,?,0
1RB0LD_1LC1RA_1LB1RC_0RB1LD,undecided,0,0,0,0,0,0,?,0
1RB0LD_1LC1RA_1LD0LD_0RB1LD,undecided,0,0,0,0,0,0,?,0
1RB0LD_1LC1RA_1LD0RA_0RB1LD,undecided,0,0,0,0,0,0,?,0
1RB0LD_1LC1RA_1LD1LA_0RB1LD,undecided,0,0,0,0,0,0,?,0
1RB0LD_1LC1RA_1LD1LB_0RA1LD,undecided,0,0,0,0,0,0,?,0
1RB0LD_1LC1RA_1LD1LB_0RB1LD,undecided,0,0,0,0,0,0,?,0
1RB0LD_1LC1RA_1LD1LC_0RA1LD,undecided,0,0,0,0,0,0,?,0
1RB0LD_1LC1RA_1LD1LC_0RB1LD,undecided,0,0,0,0,0,0,?,0
1RB0LD_1LC1RA_1LD1RC_0RA1LD,undecided,0,0,0,0,0,0,?,0
1RB0LD_1LC1RA_1LD1RC_0RB1LD,undecided,0,0,0,0,0,0,?,0
1RB0LD_1LC1RA_1LD1RC_0RC1LA,undecided,0,0,0,0,0,0,?,0
1RB0LD_1LC1RA_1RA0LD_0RB1LD,undecided,0,0,0,0,0,0,?,0
1RB0LD_1LC1RA_1RA1LA_0RB1LD,undecided,0,0,0,0,0,0,?,0
1RB0LD_1LC1RA_1RA1LB_0RB1LD,undecided,0,0,0,0,0,0,?,0
1RB0LD_1LC1RA_1RA1LC_0RB1LD,undecided,0,0,0,0,0,0,?,0
1RB0LD_1LC1RA_1RB0LD_0RB1LD,undecided,0,0,0,0,0,0,?,0
1RB0LD_1LC1RA_1RB1LB_0RA1LD,undecided,0,0,0,0,0,0,?,0
1RB0LD_1LC1RA_1RB1LB_0RB1LD,undecided,0,0,0,0,0,0,?,0
1RB0LD_1LC1RA_1RB1LC_0RA1LD,undecided,0,0,0,0,0,0,?,0
1RB0LD_1LC1RA_1RC0LD_0RB1LD,undecided,0,0,0,0,0,0,?,0
1RB0LD_1LC1RA_1RC1LB_0RB1LD,undecided,0,0,0,0,0,0,?,0
1RB0LD_1LC1RA_1RD0LD_0RB1LD,undecided,0,0,0,0,0,0,?,0
1RB0LD_1LC1RA_1RD0RA_0RB1LD,undecided,0,0,0,0,0,0,?,0
1RB0LD_1LC1RA_1RD1LA_0RB1LD,undecided,0,0,0,0,0,0,?,0
1RB0LD_1LC1RA_1RD1LB_0RA1LD,undecided,0,0,0,0,0,0,?,0
1RB0LD_1LC1RA_1RD1LB_0RB1LD,undecided,0,0,0,0,0,0,?,0
1RB0LD_1LC1RA_1RD1LC_0RA1LD,undecided,0,0,0,0,0,0,?,0
1RB0LD_1LC1RA_1RD1LC_0RB1LD,undecided,0,0,0,0,0,0,?,0
1RB0LD_1LC1RA_1RD1RC_0RB1LD,undecided,0,0,0,0,0,0,?,0
1RB0LD_1LC1RB_0RB1LD_0RA0LC,undecided,0,0,0,0,0,0,?,0
1RB0LD_1LC1RB_1LD1RC_0RC1LA,undecided,0,0,0,0,0,0,?,0
1RB0LD_1LC1RB_1RC1LA_0LC0LD,irules,199715,631,1,2,1,0,T,7
1RB0LD_1LC1RB_1RC1LA_1RC0LD,irules,199810,446,1,1,1,0,T,7
1RB0LD_1LC1RC_0RC1LD_1LA0LA,undecided,0,0,0,0,0,0,?,0
1RB0LD_1LC1RC_1LD1RC_0RC1LA,undecided,0,0,0,0,0,0,?,0
1RB0LD_1LC1RC_1RC1LA_0LC0LD,irules,199713,631,1,2,1,0,T,5
1RB0LD_1LC1RC_1RC1LA_1RC0LD,irules,199808,446,1,1,1,0,T,5
1RB0LD_1LC1RD_1LA0LC_0RD1LC,undecided,0,0,0,0,0,0,?,0
1RB0LD_1RC0LD_1LA1RB_0RB1LD,undecided,0,0,0,0,0,0,?,0
1RB0LD_1RC0LD_1LA1RB_0RC1LD,undecided,0,0,0,0,0,0,?,0
1RB0LD_1RC0RB_1LA0LA_1LD0RC,undecided,0,0,0,0,0,0,?,0
1RB0LD_1RC0RB_1LA0LB_0LD0RC,undecided,0,0,0,0,0,0,?,0
1RB0LD_1RC0RB_1LA0LB_0LD1RB,undecided,0,0,0,0,0,0,?,0
1RB0LD_1RC0RB_1LA1LB_0LD0RC,undecided,0,0,0,0,0,0,?,0
1RB0LD_1RC0RB_1LA1LB_0LD1RB,undecided,0,0,0,0,0,0,?,0
1RB0LD_1RC0RB_1LA1RA_1LD1LA,undecided,0,0,0,0,0,0,?,0
1RB0LD_1RC0RD_1LA1LC_1LA1RB,irules,198430,109,1,1,6,2,F,0
1RB0LD_1RC1LA_1LD1RC_0RC1LA,undecided,0,0,0,0,0,0,?,0
1RB0LD_1RC1LB_1LA1RD_0LB0RC,undecided,0,0,0,0,0,0,?,0
1RB0LD_1RC1LC_1LD1RC_0RC1LA,undecided,0,0,0,0,0,0,?,0
1RB0LD_1RC1RA_0LC1LA_0RA1LD,undecided,0,0,0,0,0,0,?,0
1RB0LD_1RC1RA_0LC1LD_0RA1LD,undecided,0,0,0,0,0,0,?,0
1RB0LD_1RC1RA_0LC1LD_0RB1LD,undecided,0,0,0,0,0,0,?,0
1RB0LD_1RC1RA_0LD---_0RA1LD,undecided,0,0,0,0,0,0,?,0
1RB0LD_1RC1RA_0LD---_0RB1LD,undecided,0,0,0,0,0,0,?,0
1RB0LD_1RC1RA_1LA0LB_0RA1LD,undecided,0,0,0,0,0,0,?,0
1RB0LD_1RC1RA_1LA0LB_0RB1LD,undecided,0,0,0,0,0,0,?,0
1RB0LD_1RC1RA_1LA0LD_0RA1LD,undecided,0,0,0,0,0,0,?,0
1RB0LD_1RC1RA_1LA0LD_0RB1LD,undecided,0,0,0,0,0,0,?,0
1RB0LD_1RC1RA_1LA0RC_0RA1LD,undecided,0,0,0,0,0,0,?,0
1RB0LD_1RC1RA_1LA0RC_0RB1LD,undecided,0,0,0,0,0,0,?,0
1RB0LD_1RC1RA_1LA1LB_0RA1LD,undecided,0,0,0,0,0,0,?,0
1RB0LD_1RC1RA_1LA1LB_0RB1LD,undecided,0,0,0,0,0,0,?,0
1RB0LD_1RC1RA_1LA1LC_0RA1LD,undecided,0,0,0,0,0,0,?,0
1RB0LD_1RC1RA_1LA1LD_0RA1LD,undecided,0,0,0,0,0,0,?,0
1RB0LD_1RC1RA_1LA1LD_0RB1LD,undecided,0,0,0,0,0,0,?,0
1RB0LD_1RC1RA_1LA1RA_0RA1LD,undecided,0,0,0,0,0,0,?,0
1RB0LD_1RC1RA_1LA1RA_0RB1LD,undecided,0,0,0,0,0,0,?,0
1RB0LD_1RC1RA_1LA1RB_0RA1LD,undecided,0,0,0,0,0,0,?,0
1RB0LD_1RC1RA_1LA1RB_0RB1LD,undecided,0,0,0,0,0,0,?,0
1RB0LD_1RC1RA_1LA1RC_0RA1LD,undecided,0,0,0,0,0,0,?,0
1RB0LD_1RC1RA_1LA1RC_0RB1LD,undecided,0,0,0,0,0,0,?,0
1RB0LD_1RC1RA_1LB---_0RA1LD,undecided,0,0,0,0,0,0,?,0
1RB0LD_1RC1RA_1LB---_0RB1LD,undecided,0,0,0,0,0,0,?,0
1RB0LD_1RC1RA_1LC0LD_0RA1LD,undecided,0,0,0,0,0,0,?,0
1RB0LD_1RC1RA_1LC0LD_0RB1LD,undecided,0,0,0,0,0,0,?,0
1RB0LD_1RC1RA_1LC1LA_0RA1LD,undecided,0,0,0,0,0,0,?,0
1RB0LD_1RC1RA_1LC1LB_0RA1LD,undecided,0,0,0,0,0,0,?,0
1RB0LD_1RC1RA_1LC1LB_0RB1LD,undecided,0,0,0,0,0,0,?,0
1RB0LD_1RC1RA_1LC1LD_0RA1LD,undecided,0,0,0,0,0,0,?,0
1RB0LD_1RC1RA_1LC1LD_0RB1LD,undecided,0,0,0,0,0,0,?,0
1RB0LD_1RC1RA_1LC1RA_0RA1LD,undecided,0,0,0,0,0,0,?,0
1RB0LD_1RC1RA_1LC1RA_0RB1LD,undecided,0,0,0,0,0,0,?,0
1RB0LD_1RC1RA_1LC1RD_0RA1LD,undecided,0,0,0,0,0,0,?,0
1RB0LD_1RC1RA_1LC1RD_0RB1LD,undecided,0,0,0,0,0,0,?,0
1RB0LD_1RC1RA_1LD---_0RA1LD,undecided,0,0,0,0,0,0,?,0
1RB0LD_1RC1RA_1LD---_0RB1LD,undecided,0,0,0,0,0,0,?,0
1RB0LD_1RC1RA_1LD1RC_0RC1LA,undecided,0,0,0,0,0,0,?,0
1RB0LD_1RC1RB_1LA0RD_1RC1LA,irules,199192,117,1,1,6,2,F,0
1RB0LD_1RC1RB_1LD1RC_0RC1LA,undecided,0,0,0,0,0,0,?,0
1RB0LD_1RC1RC_1LD1RC_0RC1LA,undecided,0,0,0,0,0,0,?,0
1RB0LD_1RC1RD_1LA0LC_0RD1LC,undecided,0,0,0,0,0,0,?,0
1RB0LD_1RC1RD_1LA0RD_1RC1LA,irules,199192,117,1,1,6,2,T,2
1RB0RA_0LC0LB_0LD1LC_1RD1RA,undecided,0,0,0,0,0,0,?,0
1RB0RA_0RC0LA_1LD0RB_0LD1LA,undecided,0,0,0,0,0,0,?,0
1RB0RA_0RC0LA_1LD0RC_0LD1LA,undecided,0,0,0,0,0,0,?,0
1RB0RA_0RC0LD_1LD1RC_0LA1LB,undecided,0,0,0,0,0,0,?,0
1RB0RA_0RC1LD_1LB1RC_0LA0LB,undecided,0,0,0,0,0,0,?,0
1RB0RA_1LC0RB_0LC1LD_1RD0LA,undecided,0,0,0,0,0,0,?,0
1RB0RA_1LC0RB_0LC1RD_1LA1LD,undecided,0,0,0,0,0,0,?,0
1RB0RA_1LC1RA_0LD0LC_1RD1LB,undecided,0,0,0,0,0,0,?,0
1RB0RA_1RC0RC_1LD0RC_0LD0LA,undecided,0,0,0,0,0,0,?,0
1RB0RA_1RC1LC_1LD0RC_1RA0LB,undecided,0,0,0,0,0,0,?,0
1RB0RB_0LB1RC_1LD0RC_0LB1LA,undecided,0,0,0,0,0,0,?,0
1RB0RB_0LB1RC_1LD0RC_0LD1LA,undecided,0,0,0,0,0,0,?,0
1RB0RB_0LB1RC_1LD0RC_1LB1LA,undecided,0,0,0,0,0,0,?,0
1RB0RB_0LC0LA_1LA1RD_1LC0RD,undecided,0,0,0,0,0,0,?,0
1RB0RB_0LC0LD_0RC1LD_1LA1RC,undecided,0,0,0,0,0,0,?,0
1RB0RB_0LC0LD_1LC1LD_1RA0RA,undecided,0,0,0,0,0,0,?,0
1RB0RB_0LC0RA_1LC0LD_1RA1LD,undecided,0,0,0,0,0,0,?,0
1RB0RB_0LC1LD_0RC1LA_1RA0LD,undecided,0,0,0,0,0,0,?,0
1RB0RB_0LC1RB_1LC1LD_1LA0RA,undecided,0,0,0,0,0,0,?,0
1RB0RB_0LC1RB_1LD0RB_1RA1LC,undecided,0,0,0,0,0,0,?,0
1RB0RB_0LC1RB_1RA1LD_1LC0RB,undecided,0,0,0,0,0,0,?,0
1RB0RB_0LC1RD_0LB1LA_1LB0RD,undecided,0,0,0,0,0,0,?,0
1RB0RB_0LC1RD_0LB1LA_1LC0RD,undecided,0,0,0,0,0,0,?,0
1RB0RB_0LC1RD_0LC1LA_1LB0RD,undecided,0,0,0,0,0,0,?,0
1RB0RB_0LC1RD_0LC1LA_1LC0RD,undecided,0,0,0,0,0,0,?,0
1RB0RB_0LC1RD_1LB1LA_1LB0RD,undecided,0,0,0,0,0,0,?,0
1RB0RB_0LC1RD_1LB1LA_1LC0RD,undecided,0,0,0,0,0,0,?,0
1RB0RB_0LC1RD_1LC1LA_0LA0RD,undecided,0,0,0,0,0,0,?,0
1RB0RB_0LC1RD_1LC1LA_0LA1RB,undecided,0,0,0,0,0,0,?,0
1RB0RB_0LC1RD_1RB1LC_0LA0RB,undecided,0,0,0,0,0,0,?,0
1RB0RB_0RC0LA_1LD1LA_0LD1RB,undecided,0,0,0,0,0,0,?,0
1RB0RB_0RC0LA_1LD1LA_0LD1RC,undecided,0,0,0,0,0,0,?,0
1RB0RB_0RC0LA_1LD1RC_0LD1RB,undecided,0,0,0,0,0,0,?,0
1RB0RB_0RC0LC_1LD0RB_1LD1RA,undecided,0,0,0,0,0,0,?,0
1RB0RB_0RC0LD_0RD0RA_1LD1RB,undecided,0,0,0,0,0,0,?,0
1RB0RB_0RC0LD_0RD0RA_1LD1RC,undecided,0,0,0,0,0,0,?,0
1RB0RB_0RC0LD_0RD0RB_1LD1RA,undecided,0,0,0,0,0,0,?,0
1RB0RB_0RC0LD_1LD0RB_1LD1RA,undecided,0,0,0,0,0,0,?,0
1RB0RB_0RC0LD_1LD1RC_0LA1LB,undecided,0,0,0,0,0,0,?,0
1RB0RB_0RC0RA_1LD1LC_0LD1RB,undecided,0,0,0,0,0,0,?,0
1RB0RB_0RC0RD_1LC1RA_0RB0LC,undecided,0,0,0,0,0,0,?,0
1RB0RB_0RC1LD_1LB1RC_0LA0LB,undecided,0,0,0,0,0,0,?,0
1RB0RB_0RC1RB_1LD0RB_0LD1LA,undecided,0,0,0,0,0,0,?,0
1RB0RB_0RC1RB_1LD0RC_0LD1LA,undecided,0,0,0,0,0,0,?,0
1RB0RB_0RC1RC_0LD1LA_1LD0LA,undecided,0,0,0,0,0,0,?,0
1RB0RB_0RC1RC_1LD0RB_0LD1LA,undecided,0,0,0,0,0,0,?,0
1RB0RB_0RC1RC_1LD0RC_0LD1LA,undecided,0,0,0,0,0,0,?,0
1RB0RB_0RC1RD_0LC1LA_1LC0RD,undecided,0,0,0,0,0,0,?,0
1RB0RB_1LA1LC_0LD0LC_1RD0LB,irules,199361,445,1,1,1,0,T,3
1RB0RB_1LA1LC_0LD0LC_1RD1LB,irules,199361,445,1,1,2,0,T,3
1RB0RB_1LA1LC_0LD0LC_1RD1LC,irules,199715,631,1,2,1,0,T,4
1RB0RB_1LA1LC_0RC1LD_1RC0LD,undecided,0,0,0,0,0,0,?,0
1RB0RB_1LA1LC_0RD0RC_1LD1RC,irules,199717,631,1,2,1,0,T,4
1RB0RB_1LA1LC_1LB0RD_0LB1RD,undecided,0,0,0,0,0,0,?,0
1RB0RB_1LA1LC_1LB0RD_0LC1RD,undecided,0,0,0,0,0,0,?,0
1RB0RB_1LA1LC_1RC1LD_0LC0LD,irules,199084,630,1,2,1,0,T,4
1RB0RB_1LA1LC_1RC1LD_1RC0LD,irules,199812,446,1,1,1,0,T,4
1RB0RB_1LA1LC_1RD0LB_1LB0RD,undecided,0,0,0,0,0,0,?,0
1RB0RB_1LA1LC_1RD0LC_0RD0LA,undecided,0,0,0,0,0,0,?,0
1RB0RB_1LA1LC_1RD0LC_0RD1LC,undecided,0,0,0,0,0,0,?,0
1RB0RB_1LA1LC_1RD0LC_1RD1LC,irules,199812,446,1,1,1,0,T,4
1RB0RB_1LA1RC_0LC1RD_1LC0RD,undecided,0,0,0,0,0,0,?,0
1RB0RB_1LA1RC_0LD0LC_1RD1LC,irules,199717,631,1,2,1,0,T,4
1RB0RB_1LA1RC_0LD0RB_1RB1LD,undecided,0,0,0,0,0,0,?,0
1RB0RB_1LA1RC_0RD0RC_1LD0RB,irules,199361,445,1,1,1,0,T,3
1RB0RB_1LA1RC_0RD0RC_1LD1RB,irules,199361,445,1,1,2,0,T,3
1RB0RB_1LA1RC_0RD0RC_1LD1RC,irules,199715,631,1,2,1,0,T,4
1RB0RB_1LA1RC_1LC1RD_0RC0RD,irules,199084,630,1,2,1,0,T,4
1RB0RB_1LA1RC_1LC1RD_1LC0RD,irules,199812,446,1,1,1,0,T,4
1RB0RB_1LA1RC_1LD0RC_0LD0LA,undecided,0,0,0,0,0,0,?,0
1RB0RB_1LA1RC_1LD0RC_0LD1LA,undecided,0,0,0,0,0,0,?,0
1RB0RB_1LA1RC_1LD0RC_0LD1RC,undecided,0,0,0,0,0,0,?,0
1RB0RB_1LA1RC_1LD0RC_1LD1RC,irules,199812,446,1,1,1,0,T,4
1RB0RB_1LB0LC_1LA1RD_0RD0LA,undecided,0,0,0,0,0,0,?,0
1RB0RB_1LB0LC_1LA1RD_0RD1LC,undecided,0,0,0,0,0,0,?,0
1RB0RB_1LB1RC_1LA1LD_0RC0LD,undecided,0,0,0,0,0,0,?,0
1RB0RB_1LB1RC_1LD0RC_0LD1LA,undecided,0,0,0,0,0,0,?,0
1RB0RB_1LC0LA_0LC1RD_1LA0RD,undecided,0,0,0,0,0,0,?,0
1RB0RB_1LC0LA_1RD0LC_0RD1LA,undecided,0,0,0,0,0,0,?,0
1RB0RB_1LC0LC_1LA1RD_0RD0LA,undecided,0,0,0,0,0,0,?,0
1RB0RB_1LC0LC_1RA1LD_0RA0LD,undecided,0,0,0,0,0,0,?,0
1RB0RB_1LC0LD_0LD0RA_1RD0RB,irules,199205,199,1,1,2,2,T,4
1RB0RB_1LC0LD_0RB0LB_1RD0RA,undecided,0,0,0,0,0,0,?,0
1RB0RB_1LC0LD_0RC1LD_1LA1RC,undecided,0,0,0,0,0,0,?,0
1RB0RB_1LC0LD_1RA1LB_0LB0LC,undecided,0,0,0,0,0,0,?,0
1RB0RB_1LC0RA_0LC0LD_1RD1RB,undecided,0,0,0,0,0,0,?,0
1RB0RB_1LC0RA_1LD1RA_0LD1RB,undecided,0,0,0,0,0,0,?,0
1RB0RB_1LC0RA_1RA0LD_0LB0RD,undecided,0,0,0,0,0,0,?,0
1RB0RB_1LC0RA_1RA0LD_0LB1LC,undecided,0,0,0,0,0,0,?,0
1RB0RB_1LC0RB_0LC1LD_0RD1RA,undecided,0,0,0,0,0,0,?,0
1RB0RB_1LC0RB_0LD1RA_0LD1RB,undecided,0,0,0,0,0,0,?,0
1RB0RB_1LC0RB_0LD1RA_1LC1RB,undecided,0,0,0,0,0,0,?,0
1RB0RB_1LC0RB_0LD1RA_1LC1RD,undecided,0,0,0,0,0,0,?,0
1RB0RB_1LC0RB_1LD1LA_0LC1RA,undecided,0,0,0,0,0,0,?,0
1RB0RB_1LC0RB_1LD1RA_0LD1RB,undecided,0,0,0,0,0,0,?,0
1RB0RB_1LC0RB_1LD1RA_1LD1RB,irules,199809,446,1,1,2,0,T,4
1RB0RB_1LC0RB_1LD1RB_0LC1RA,undecided,0,0,0,0,0,0,?,0
1RB0RB_1LC0RB_1LD1RC_0LC1RA,undecided,0,0,0,0,0,0,?,0
1RB0RB_1LC0RC_1RA0LD_0LB0LC,undecided,0,0,0,0,0,0,?,0
1RB0RB_1LC0RD_1LA0LC_1RD0LA,undecided,0,0,0,0,0,0,?,0
1RB0RB_1LC0RD_1LC1RA_0RB0LB,undecided,0,0,0,0,0,0,?,0
1RB0RB_1LC0RD_1LC1RA_0RB0LC,undecided,0,0,0,0,0,0,?,0
1RB0RB_1LC1LD_0LC0LD_0RA1RA,undecided,0,0,0,0,0,0,?,0
1RB0RB_1LC1LD_0LC1RA_0LD0RA,undecided,0,0,0,0,0,0,?,0
1RB0RB_1LC1LD_0LC1RB_0RA1RA,undecided,0,0,0,0,0,0,?,0
1RB0RB_1LC1RA_0LC0LD_0RA0RD,undecided,0,0,0,0,0,0,?,0
1RB0RB_1LC1RA_1LA0LD_0LB0LC,undecided,0,0,0,0,0,0,?,0
1RB0RB_1LC1RC_1LD1LA_0LD0RA,undecided,0,0,0,0,0,0,?,0
1RB0RB_1LC1RD_0LB1LA_1LB0RD,undecided,0,0,0,0,0,0,?,0
1RB0RB_1LC1RD_0LB1LA_1LC0RD,undecided,0,0,0,0,0,0,?,0
1RB0RB_1LC1RD_0LB1RA_1LB0RD,undecided,0,0,0,0,0,0,?,0
1RB0RB_1LC1RD_0LC0RD_0LA1LA,undecided,0,0,0,0,0,0,?,0
1RB0RB_1LC1RD_0LC1LA_0RD0LA,undecided,0,0,0,0,0,0,?,0
1RB0RB_1LC1RD_0LC1LA_1LB0RD,undecided,0,0,0,0,0,0,?,0
1RB0RB_1LC1RD_0LC1LA_1LC0RD,undecided,0,0,0,0,0,0,?,0
1RB0RB_1LC1RD_0LC1RB_0LA1LA,undecided,0,0,0,0,0,0,?,0
1RB0RB_1LC1RD_0LC1RB_1LD0RA,undecided,0,0,0,0,0,0,?,0
1RB0RB_1LC1RD_0RD0LC_1LA0LA,undecided,0,0,0,0,0,0,?,0
1RB0RB_1LC1RD_0RD0LC_1LA1LC,undecided,0,0,0,0,0,0,?,0
1RB0RB_1RC---_1LD0RC_0LD0LA,undecided,0,0,0,0,0,0,?,0
1RB0RB_1RC0LA_1LD0RC_0LD1LA,undecided,0,0,0,0,0,0,?,0
1RB0RB_1RC0LD_1LA0RC_1LD0LA,undecided,0,0,0,0,0,0,?,0
1RB0RB_1RC0LD_1LB0LA_0LD1RB,undecided,0,0,0,0,0,0,?,0
1RB0RB_1RC0LD_1LD0LA_0RC1LA,undecided,0,0,0,0,0,0,?,0
1RB0RB_1RC0LD_1LD0LA_1RB1LA,undecided,0,0,0,0,0,0,?,0
1RB0RB_1RC0RA_1LC1LD_0LD1RB,undecided,0,0,0,0,0,0,?,0
1RB0RB_1RC1LB_1LA1RD_0LB0RC,undecided,0,0,0,0,0,0,?,0
1RB0RB_1RC1LD_0LD0RC_0LA1LA,undecided,0,0,0,0,0,0,?,0
1RB0RB_1RC1LD_1LA0LA_0LD0RC,undecided,0,0,0,0,0,0,?,0
1RB0RB_1RC1LD_1LA0LA_0LD1RB,undecided,0,0,0,0,0,0,?,0
1RB0RB_1RC1RC_1LD0RC_0LD1LA,undecided,0,0,0,0,0,0,?,0
1RB0RB_1RC1RD_0LC1LA_1LC0RD,undecided,0,0,0,0,0,0,?,0
1RB0RC_0LA---_0LD1RA_1RC1LD,undecided,0,0,0,0,0,0,?,0
1RB0RC_0LA0LC_0RD1LB_1LC1RD,undecided,0,0,0,0,0,0,?,0
1RB0RC_0LA0LD_1LD1RC_0RC1LB,undecided,0,0,0,0,0,0,?,0
1RB0RC_0LA0RB_0LD1RC_1LA1LD,undecided,0,0,0,0,0,0,?,0
1RB0RC_0LA0RC_0LD1RB_1RC1LD,undecided,0,0,0,0,0,0,?,0
1RB0RC_0LA1LC_0RD0LB_1LB1RD,undecided,0,0,0,0,0,0,?,0
1RB0RC_0LA1RC_1LA1LD_0LD0RB,undecided,0,0,0,0,0,0,?,0
1RB0RC_0LA1RC_1LD0LD_1LA0RB,undecided,0,0,0,0,0,0,?,0
1RB0RC_0LB0RC_0LD1RA_1RC1LD,undecided,0,0,0,0,0,0,?,0
1RB0RC_0LB1LA_---1RD_1LB0RD,undecided,0,0,0,0,0,0,?,0
1RB0RC_0LB1LA_0LB1RD_1LC0RD,undecided,0,0,0,0,0,0,?,0
1RB0RC_0LB1LA_0LC1RD_1LC0RD,undecided,0,0,0,0,0,0,?,0
1RB0RC_0LB1LA_0RC1LD_1RC0LD,undecided,0,0,0,0,0,0,?,0
1RB0RC_0LB1LA_0RD1RC_1LB0RC,undecided,0,0,0,0,0,0,?,0
1RB0RC_0LB1LA_0RD1RC_1LB0RD,undecided,0,0,0,0,0,0,?,0
1RB0RC_0LB1LA_0RD1RD_1LB0RC,undecided,0,0,0,0,0,0,?,0
1RB0RC_0LB1LA_1LB1RD_1LC0RD,undecided,0,0,0,0,0,0,?,0
1RB0RC_0LB1LA_1LC1RD_0RC0RD,irules,199718,631,1,2,1,0,T,6
1RB0RC_0LB1LA_1LC1RD_1LC0RD,irules,199815,446,1,1,1,0,T,6
1RB0RC_0LB1LA_1RC1LD_0LC0LD,irules,199718,631,1,2,1,0,T,6
1RB0RC_0LB1LA_1RC1LD_1RC0LD,irules,199815,446,1,1,1,0,T,6
1RB0RC_0LB1LC_0LD1RA_1RC1LD,undecided,0,0,0,0,0,0,?,0
1RB0RC_0LB1RC_0LD1RA_1RC1LD,undecided,0,0,0,0,0,0,?,0
1RB0RC_0LB1RC_0RD0LA_1LB1RD,undecided,0,0,0,0,0,0,?,0
1RB0RC_0LB1RC_0RD0RA_1LB1LD,undecided,0,0,0,0,0,0,?,0
1RB0RC_0LB1RC_0RD0RC_1LD1RA,irules,199714,631,1,2,1,0,T,3
1RB0RC_0LB1RC_1LB1LD_0RA1RA,undecided,0,0,0,0,0,0,?,0
1RB0RC_0LB1RC_1LB1RD_0LA1LA,undecided,0,0,0,0,0,0,?,0
1RB0RC_0LB1RC_1LB1RD_1LD0RA,undecided,0,0,0,0,0,0,?,0
1RB0RC_0LB1RC_1LD0RA_1LB1RA,undecided,0,0,0,0,0,0,?,0
1RB0RC_0LB1RC_1LD0RC_0LB1RA,undecided,0,0,0,0,0,0,?,0
1RB0RC_0LB1RC_1LD0RC_1LB1RA,undecided,0,0,0,0,0,0,?,0
1RB0RC_0LB1RC_1LD0RC_1LD1RA,irules,199811,446,1,1,1,0,T,3
1RB0RC_0LB1RC_1RD0LB_1LC0LA,undecided,0,0,0,0,0,0,?,0
1RB0RC_0LB1RC_1RD0RA_1LD1LB,undecided,0,0,0,0,0,0,?,0
1RB0RC_0LB1RC_1RD1LB_1LA0LA,undecided,0,0,0,0,0,0,?,0
1RB0RC_0LC1LA_0LB1RD_1LB0RD,undecided,0,0,0,0,0,0,?,0
1RB0RC_0LC1LA_0LB1RD_1LC0RD,undecided,0,0,0,0,0,0,?,0
1RB0RC_0LC1LA_0LC1RD_1LB0RD,undecided,0,0,0,0,0,0,?,0
1RB0RC_0LC1LA_1LB1RD_1LB0RD,undecided,0,0,0,0,0,0,?,0
1RB0RC_0LC1LA_1LB1RD_1LC0RD,undecided,0,0,0,0,0,0,?,0
1RB0RC_0LC1RD_0LB1LA_1LB0RD,undecided,0,0,0,0,0,0,?,0
1RB0RC_0LC1RD_0LB1LA_1LC0RD,undecided,0,0,0,0,0,0,?,0
1RB0RC_0LC1RD_0LC1LA_1LB0RD,undecided,0,0,0,0,0,0,?,0
1RB0RC_0LC1RD_0LC1LA_1LC0RD,undecided,0,0,0,0,0,0,?,0
1RB0RC_0LC1RD_1LB1LA_1LB0RD,undecided,0,0,0,0,0,0,?,0
1RB0RC_0LC1RD_1LB1LA_1LC0RD,undecided,0,0,0,0,0,0,?,0
1RB0RC_0RC---_0RD0RC_1LD1RA,irules,199079,630,1,2,1,0,T,2
1RB0RC_0RC---_1LD0RC_1LD1RA,irules,199807,446,1,1,1,0,T,2
